text,label
black windows,0
its large stature,0
your movement,0
This structure,1
a medium size,0
a modern residential building,1
a grey modern residential building,1
a large rooftop ventilation system,1
a blue - gray building,1
tall rooftop structures,1
a large rectangular grille,0
a pipeline,0
the top,0
the white government building,1
a medium - sized clock,0
the main entrance,0
the light gray building rooftop,1
a large decorative ledge,0
an arched structure,1
the grey office building,1
a large rectangular grid,0
the gray modern architectural structure,1
large cylindrical columns,0
the refined and fluent sentence,0
the given details,0
"a large , tall , rectangular gray building",1
vertical window lines,0
another large gray building,1
multiple dark - tinted windows,0
a medium - sized white building,1
grid - like windows,0
a medium,0
large green palm tree,0
thin trunks,0
leafy tops,0
a large green hill,0
elevated terrain,0
a winding road,1
a medium - sized modern commercial or office foreground building,1
large dark glass windows,0
diagonal marble patterns,0
a marble texture,0
a beige building,1
a brick - textured facade,1
rectangular windows,0
a large building,1
a white and black geometric grid pattern,0
a grey curved facade,1
a modern office skyscraper,1
a simple rectangular facade,1
wide windows,0
a historical building,1
a gray brick and panel facade,1
arched windows,0
a slight left turn,0
a modern high - rise skyscraper,1
a dark exterior,1
reflective gold hues,0
a grid - like window design,0
reflective glass,0
a slight right turn,0
a modern skyscraper,1
a golden reflective exterior,1
a glass facade,1
a grid - like structure,1
a modern glass - covered high - rise building,1
reflective black and gold tones,0
a grid,0
rectangular windows,0
a bright reflective glare,0
its center,0
the frame,0
The journey,0
several steps,0
directional changes,0
various landmarks,1
a medium,0
** commercial or office building,1
a ** brown brick façade,0
large rectangular windows,0
* large building,1
light beige coloration,0
rectangular windows,0
** symmetrical columns,0
a ** large brown building,1
a ** medium - sized white building,1
evenly spaced square sections,1
a ** clean modern design,0
"a large , modern building",1
a dark gray triangular rooftop,1
a large urban office building,1
a dark brown facade,1
the visible side,0
a gray skyscraper,1
a tall spire,0
low - rise commercial / industrial building,1
a flat rooftop,1
multiple ventilation units,0
the towering surrounding skyscrapers,1
"a dark gray , modern high - rise building",1
numerous windows,0
the field,0
another dark gray building,1
"a tall , rectangular structure",1
a flat roof,1
the left,0
a gray building,1
a brick façade,0
multiple windows,0
medium size,0
a dark grey multi -story structure,1
large windows,0
a medium - sized gray commercial building,1
a rooftop and industrial equipment,1
the grey skyscraper,1
its large square windows,1
"Then , slightly veer",0
the right,0
This building,1
the grey building,1
an angular roof,1
the dark grey modern commercial building,1
a triangular prism,0
a gray skyscraper,1
a glass facade,1
a reflective surface,1
another large gray building,1
rectangular windows,0
a blocky structure,1
a gray cylindrical skyscraper,1
grid - like reflective windows,0
a medium - sized gray modern architectural building,1
a triangular apex,0
surrounding skyscrapers,1
a white building,1
large rectangular windows,0
Slightly veer,0
"a large , dark modern building",1
numerous windows,0
a rooftop structure,1
"a medium - sized , brown brick building",1
"a medium - sized , gray structure",1
an upper metal facade,1
an urban residential / commercial building,1
a large white building,1
rectangular windows,0
a large golden - brown tower,1
a diamond - shaped structural pattern,0
a large dark gray modern skyscraper,1
glass windows,0
clean lines,0
a medium - sized brown commercial building,1
its brickwork texture,0
"a large , dark gray building",1
a grid - like window pattern,0
"a large , gray building",1
a flat rooftop,1
visible weathering,0
peeling surfaces,0
"a large , beige rectangular structure",1
distinct edges,0
"a large , gray skyscraper",1
a glass facade,1
grid patterns,0
a medium - sized gray commercial building,1
visible air conditioning units,0
"the tall , dark gray building",1
large rectangular windows,0
the dark brick building,1
arched windows,0
the dark building,1
a brick exterior,1
rectangular windows,0
the tall gray skyscraper,1
reflective glass windows,0
the left,0
a gray historic building,1
a brick facade,1
decorative elements,0
the white modern building,1
a triangular facade,1
a light gray building,1
medium - sized rectangular windows,0
another building,1
dark gray color,0
large rectangular windows,0
an arch pattern,0
the higher floors,1
a mid-rise structure,1
its dark grey hue,0
lighter grey accents,0
rectangular windows,0
a repetitive pattern,0
the lower levels,0
a flat roof,1
its use,0
a commercial or residential building,1
a light brown commercial building,1
large rectangular windows,0
lower windows,0
a large grey skyscraper,1
modern high - rise architecture,0
glass windows,0
a brown building,1
a brick facade,1
tall rectangular windows,0
a medium - sized dark grey commercial structure,1
its flat roof,1
ventilation systems,0
"a large , dark - gray urban landmark",1
a brick building,1
large arched windows,0
"a large , gray building",1
a flat roof,1
a medium - sized gray office building,1
a tall structure,1
large windows,0
the facade,1
other buildings,1
the scene,0
"a large , modern urban building",1
its gray color,0
square windows,1
a black rooftop,1
a tall building,1
its white color,0
a grid - like arrangement,0
a medium - sized modern structure,1
light gray walls,1
dark window frames,0
rectangular grid - patterned windows,0
some visible wear,0
the facade,1
a large building,1
a black - and - white color scheme,0
a grid - like glass facade,1
reflective panels,0
a left turn,0
a medium - large office building,1
its gray color,0
corner design,0
rooftop structures,1
a large beige building,1
rectangular windows,0
a brick texture,0
a medium gray apartment building,1
a cuboid - like structure,1
several small square windows,1
a left,0
a large brown building,1
a tall brown building,1
a cylindrical design,0
a flat rooftop,1
a large gray building,1
scattered small structures,1
a tall red - brown residential or office building,1
a flat roof,1
a large beige building,1
a rectangular shape,0
multiple windows,0
a distinct design,0
the top,0
another large beige structure,1
textured walls,1
vertical sections,0
rooftop structures,1
a commercial / industrial building,1
a large gray office building,1
modern architecture,0
a grid,0
Gradually pause,0
a medium - sized modern commercial office building,1
a light blue reflective glass facade,1
the gray building,1
large size,0
rectangular windows,0
a rooftop array,1
a medium - sized building,1
a dark gray stone facade,1
narrow windows,0
a large modern building structure,1
black rectangular sections,0
vertical panel textures,0
a medium - sized industrial structure,1
dark brick,0
rectangular windows,0
the grey tall building,1
its multiple setbacks,0
a unique top structure,1
a large commercial building,1
a ** medium - sized brown building,1
brick texture,0
a ** medium - sized light gray chimney structure,1
a ** rectangular shape,0
flat top,0
a ** medium - sized light bluish - gray low - rise building,1
a ** flat roof,1
small structures,1
the high - rise buildings,1
the background,0
"the large , grey building",1
its rectangular shape,0
arched windows,0
the large grey building,1
rectangular windows,0
another similar structure,1
a large beige building,1
its height,0
multiple floors,1
a third similar building,1
"a tall , dark structure",1
its vertically stacked sections,0
a tall and narrow dark grey office building,1
a grid pattern,0
"a medium - sized , dark gray building",1
gothic architecture,0
pointed roofs,1
numerous windows,0
surrounding skyscrapers,1
"a large , dark gray structure",1
a rectangular shape,0
flat roof,1
brick texture,0
a large gray building,1
a grid - like reflective glass facade,1
"a large , dark structure",1
a glass facade,1
a water surface,1
a modern building,1
striking features,0
"a large , grey building",1
"a modern , rectangular shape",0
a medium - sized white building,1
a four - story structure,1
rectangular windows,0
a large beige flat rooftop structure,1
surface discoloration,0
a large dark gray commercial or industrial building,1
multiple floors,1
metallic canopies,0
"the large , gray office building",1
a grid - like facade,1
"the large , dark grey structure",1
a rectangular shape,0
numerous small windows,0
the skyscraper facade,1
a large dark blue color,0
a grid pattern,0
reflective glass panels,0
the tall and wide modern building,1
glass facade,1
cylindrical columns,0
dark grey,0
a large brown advertisement billboard,1
a silhouette design,0
a large gray skyscraper,1
its tall rectangular structure,1
many uniform windows,0
a grid pattern,0
a dark gray building,1
a circular window pattern,0
a grey and blue skyscraper,1
its tall structure,1
a square - based shape,1
tiered design,0
a tall skyscraper,1
a uniform window pattern,0
the beige building,1
"its tall , narrow structure",1
arched windows,0
"a large , multistory skyscraper",1
the gray building,1
historic architectural elements,0
the light beige building,1
its tall stature,0
the grey,0
medium - sized multiple protruding ledges,0
vertical columns,0
the large modern building,1
its gray hue,0
extensive windows,0
flat roof,1
another imposing structure,1
rectangular windows,0
the building,1
a similarly large edifice,0
"Finally , pause",0
the expansive modern skyscraper,1
its gray color,0
large vertical columns,0
a glass facade,1
a refined and fluent sentence,0
the scattered information,0
a tall modern building,1
white rectangular windows,0
a grid - like pattern,0
a large gray building,1
rectangular windows,0
a medium - sized structure,1
a yellowish glow contrasting,0
dark surroundings,0
illuminated windows,0
grid - like panes,0
a medium - sized gray building,1
tall vertical narrow windows,0
a grid,0
a residential or institutional structure,1
visible brick,0
a large white and black building,1
multiple windows,0
"Then , head",0
another slight left turn,0
a brown building,1
a brick facade,1
a large modern building,1
its dark color,0
glass panels,0
an elevated structural design,0
a historic building,1
red - brown hues,0
classic architecture,0
medium size,0
a modern building,1
its white color,0
rectangular windows,0
a grid - like pattern,0
a medium size,0
a short distance,0
a modern - style building,1
gray shades,0
large columns,0
a large size,0
"the tall , large , gray office building",1
a distinct stacked architectural design,0
"the large , dark office building",1
a grid - like window pattern,0
the large beige building,1
another large beige building,1
rectangular windows,0
fire escape ladders,0
a commercial building,1
the large dark gray modern office building,1
an antenna structure,1
the large yellow billboard,1
"a "" DRINK ICE COLD "" sign",0
a soda bottle advertisement,0
the medium - height light gray structure,1
a decorative top,0
an advertisement board,0
the immediate surrounding buildings,1
the tallest building,1
""" Head",0
a medium gray building,1
a large rectangular facade,1
a dark rooftop,1
multiple windows,0
a medium - sized light beige mid-rise structure,1
large rectangular windows,0
decorative roof details,1
the immediate buildings,1
the background,0
This second building,1
a commercial or residential structure,1
a historic building,1
its beige color,0
a decorative stonework facade,1
vertical counterparts,0
medium size,0
another building,1
the same color,0
rectangular windows,0
Slightly veer,0
a beige building,1
a brick exterior,1
wooden - framed windows,0
a slight stop,0
a modern office building,1
a black and white grid - like facade,1
the light beige building,1
a tall structure,1
vertical window grids,0
a brown building,1
rectangular windows,0
medium size,0
a white building,1
its tall rectangular structure,1
multiple windows,0
a gray industrial structure,1
a large flat roof,1
a brief stop,0
a modern urban building,1
a blend,0
brown and white hues,0
predominantly square windows,1
frame panels,0
white columns,0
the base,0
This building,1
"a gray , high - rise building",1
multiple windows,0
a light gray building,1
subtle tones,0
multiple rows,0
decorative cornices,0
rooftop structures,1
the cityscape,1
the ** beige skyscraper,1
tall rectangular windows,0
the *,0
beige rectangular structure,1
symmetric design,0
tall windows,0
the ** grey stone - textured building,1
decorative trims,0
small balcony - like ledges,0
intricate moldings,0
a ** classical architectural style,0
"a large , gray building",1
a rectangular shape,0
"a large , gray radio tower",1
a tall structure,1
a lattice design,0
"a large , gray modern architectural wall",1
geometric patterns,0
"a large , dark gray modern facade",1
exterior wall,1
a smooth surface,1
slight texture,0
"a medium - sized , gray square",1
an open paved space,0
tall buildings,1
a left,0
"a medium - sized , gray modern building",1
a blue ' Leartes Bank ' billboard,1
the surrounding skyscrapers,1
a medium - sized beige building,1
a rectangular structure,1
a flat roof,1
visible rooftop equipment,1
nearby structures,1
a large gray building,1
a grid - like window facade,1
its surrounding buildings,1
"a large , light gray building",1
horizontal slats,0
the façade,0
a large architectural structure,1
rectangular tiled pillars,0
an elevated platform,0
"a medium - sized , modern office or industrial - style building",1
its surroundings,0
gray horizontal paneling,0
evenly spaced small rectangular windows,0
yellow light,0
The sequence,0
a large gray building,1
a flat rooftop,1
visible ventilation,0
a rectangular structure,1
horizontal divisions,0
open sections,0
a large gray man-made structure,1
wall segment,1
its smooth concrete texture,0
rectangular edges,0
a medium - sized gray modern building,1
smooth curved corners,0
horizontal slits,0
its concrete texture,0
a tall skyscraper,1
a light gray facade,1
dark windows,0
vertical architectural elements,0
multiple rows,0
a multi - story rectangular building,1
a light beige exterior,1
a flat rooftop,1
This medium - sized structure,1
the surrounding buildings,1
a large gray - blue skyscraper,1
a multi-tiered high - rise,0
rectangular windows,0
a flat roof,1
a slight right turn,0
a prominent corner building,1
light gray coloring,0
repetitive arched windows,0
vertical design features,0
This tall and wide structure,1
a multi- tiered appearance,0
the nearby buildings,1
a large light beige building,1
a tall rectangular shape,0
multiple windows,0
decorative architectural elements,0
a tall and relatively wide light gray building,1
a multi - level architectural style,0
arched windows,0
the top floors,1
rectangular windows,0
the middle floors,1
the surrounding structures,1
the snowy landscape,0
"a large , smooth , flat surface",1
a tall building,1
a beige color and horizontal stacked layers,0
rectangular cutouts,0
a building,1
a gray roof,1
air conditioning units,0
a beige skyscraper,1
large grid - patterned windows,0
"a medium , light grey building",1
a flat rooftop,1
mechanical equipment,0
a medium grey commercial building,1
a flat rooftop housing HVAC units,1
solar panels,0
a very tall light grey skyscraper,1
rectangular windows,0
a billboard,1
the top,0
a tall light grey high - rise,0
a rectangular block,1
numerous windows,0
several stories,0
a top - down cityscape perspective,1
the large gray building,1
rectangular windows,0
a large building,1
a modern facade boasting curved corners,1
a big building,1
rounded corners,0
multiple vertical ridges,0
a large structure,1
textured walls,1
multiple groove sets,0
a medium - rise building,1
blue - grey,0
horizontal indentations,0
protruding elements,0
a modern residential or commercial building,1
a modern building,1
its light gray color,0
large size,0
a roof,1
square ventilation openings,1
a flat rooftop,1
smooth tiles,0
a grid pattern,0
medium size,0
a narrow passage,0
"tall , light grey buildings",1
an urban cluster,0
another building,1
a large rooftop housing HVAC systems,1
emergency exit structures,1
an office building,1
the neighboring structure,1
rooftop ventilation units,1
a design,0
vertical slats,0
"a large , modern architectural structure",1
horizontal bands,0
small vents,0
another building,1
gray rectangular windows,0
balcony features,0
the large size,0
a medium - sized gray cuboidal air vent,0
a gentle descent,0
"a medium , light gray vent",0
the grey,0
tall structure,1
a flat roof,1
visible rooftop equipment,1
a large building,1
"the gray , multi - story building",1
arched windows,0
a high - rise,0
a large beige building,1
tall structures,1
multiple rows,0
arched windows,0
a white and beige modern building,1
large windows,0
rooftop HVAC units,1
a gray building,1
its tall rectangular structure,1
grid - like windows,0
vertical design elements,0
its distinct small size,0
symmetrical design,0
taller buildings,1
a light gray building facade,1
horizontal slotted windows,0
ventilation details,0
a large size,0
a modern light blue block - like structure,1
horizontal window slits,0
its facade,1
a large gray - brick building,1
its rectangular shape,0
arched windows,0
a tall gray skyscraper,1
an antenna,1
another large gray building,1
its tall rectangular structure,1
a spire,0
the large grey concrete wall,1
a significant recess,0
an architectural structure,1
the medium - sized green boxy building,1
another large green blocky structure,1
the green building,1
a flat roof,1
multiple sections,0
the large brown and grey building,1
multiple windows,0
the large grey tower crane,1
the large multi - storied grey building,1
horizontal lines,0
square windows,1
the large brown building,1
prominent corner features,0
the medium - sized light grey rooftop structure,1
mechanical equipment,0
surrounding skyscrapers,1
a commercial or industrial building,1
the beige cylindrical mast,0
a supporting frame,0
a rooftop,1
a large telecommunications tower,1
a dark grey tall building,1
a large skyscraper,1
a gray commercial building,1
medium - sized dimensions,0
an arch design,0
multiple stories,0
the light tan building,1
prominent rectangular windows,0
rooftop antennae,1
the gray building,1
a darker roof,1
The first building,1
either a residential or commercial structure,1
a modern building facade,1
dark blue,0
large rectangular blocks,1
a beige pillar,0
a medium - sized narrow vertical structure,1
a rounded ornament,0
the top,0
a large construction crane,1
interconnected beams,0
a beige modern building,1
large horizontal protruding ledges,0
a modern concrete building,1
medium - scale rectangular cutouts,0
a blocky pattern,1
"Finally , head",0
a large architectural landmark,1
a brown block - like structure,1
rectangular cutouts,0
beam shadows,0
"a medium - sized , gray concrete barrier",0
textured panels,0
ventilation openings,0
a tall grey building,1
square - shaped windows,1
a medium - height residential apartment building,1
a flat facade,1
vertical striped patterns,0
uniformly distributed windows,0
air conditioning units,0
the gray building,1
a large brick façade,0
a brown skyscraper,1
a tall structure,1
a prominent square roof,1
noticeable decorations,0
a red bridge,1
tall suspension cables,0
distinctive towers,1
a gray building,1
large rectangular windows,0
vertical blinds,0
a rectangular shape,0
many windows,0
a medium - sized white building rooftop,1
a flat structure,1
HVAC units,0
a large red bridge,1
suspension cables,0
another red bridge,1
suspension features,0
a rectangular grid façade and vertical lines,0
a tall blue - gray skyscraper,1
a billboard,1
the top,0
the first large gray high - rise building,1
the right,0
a second large brown skyscraper,1
its rectangular windows,0
another large gray building,1
multiple rectangular windows,0
a high - rise structure,1
a large gray suspension bridge,1
a medium - sized gray commercial building,1
a rooftop satellite dish,1
the gray floor tiles,1
"the gray , large rectangular area",0
a metallic surface,1
ventilation outlets,0
an HVAC system,0
the dark gray skyscraper,1
grid - patterned tall building windows,1
the green building,1
vent - like openings,0
the dark green area,0
large irregular openings,0
the roof edge,1
a medium - sized commercial building,1
a gray building,1
a brick façade,0
arched windows,0
another gray building,1
a sculpted structure,1
a building rooftop,1
an advertisement billboard,1
the right,0
a gray skyscraper,1
"its intricate , multi - windowed façade",0
a gray communication tower,1
its metallic structure,1
the light grey modern building,1
large dimensions,0
a curved corner feature,0
the large gray building,1
a tiered structure,1
horizontal bands,0
"Finally , head",0
the tall and slender gray rectangular tower,1
"layered , staggered balconies",0
the grey,0
multiple floors,1
visible antennas,1
a large building,1
the gray buildings,1
large urban structures,1
the dark gray building,1
a large communication tower,1
an antenna,1
a medium - sized commercial building,1
the grey skyscraper,1
large rectangular windows,0
the blue billboard,1
a large advertisement,0
another blue billboard,1
Charlie 's Chocolate sign,0
the gray building,1
a brick facade,1
arched windows,0
the gray commercial building,1
a tall structure,1
symmetric design,0
a billboard,1
the lower facade,1
a smooth and fluent combination,0
the given data elements,0
a comprehensive sentence,0
the journey,0
"a ** medium - sized , dark blue vent",0
grille - like structure,1
* horizontal slats,0
a ** large gray building wall,1
** vertical lines,0
a flat surface,1
"a ** large , dark gray building",1
rectangular windows,0
ventilation units,0
a ** medium - sized gray ventilation ductwork,0
curved and linear metallic structures,1
a ** large gray building rooftop,1
a *,0
metallic ridged surface,1
a ** medium - sized gray building,1
a right turn,0
a ** large green building wall,1
a ** flat surface,1
rectangular tiled patterns,0
This rewrite,0
the actions,0
the sentence,0
the details,0
the large gray building,1
numerous windows,0
horizontal blinds,0
"the tall , dark modern office building",1
horizontal rectangular window panes,0
the skyline,1
the large light gray building,1
an antenna,1
the large brown and beige building,1
a large bottle,0
the gray building,1
modern architecture,0
angular lines,0
the high - rise building,1
light grey,0
a rectangular facade,1
horizontal lines,0
a large building,1
window - like openings,0
the large building,1
rectangular horizontal windows,0
The sequence,0
"a medium - to - large , centrally focused green rectangular building",1
the Japanese word,0
( hotel,0
a large dark gray modern building,1
rectangular windows,0
vertical pipe - like structures,1
Another slight left turn,0
a tall gray building,1
significant vertical windows,0
"a gray , geometric industrial - style building",1
multiple horizontal divisions,0
a large gray structure,1
rounded corners,0
a modern facade,1
the right uncovers,0
a small architectural element,0
a vent - like grille,0
a rectangular frame,0
a small gray air vent,0
slatted grille details,0
a medium - sized industrial concrete structure,1
a rectangular form,0
a horizontal pathway,0
the depth,0
the image,0
a large gray modern high - rise building,1
rounded corners,0
horizontal lines,0
a large yellow construction crane structure,1
a large red advertisement,0
a billboard,1
a large gray residential building,1
multiple floors,1
a medium - sized building sign,1
the word,0
a red background,0
a large dark gray building,1
rectangular shapes,0
a large dark gray high - rise building,1
the roof,1
a small green commercial building,1
vertical lines,0
the front facade,1
adjacent buildings,1
the beige building,1
a large rectangular shape,0
multiple windows,0
the small structure,1
a white color,0
flat roof,1
white slanted wall,1
two chimneys,0
a residential or small utility building section,1
a gray medium - sized building,1
a modern facade,1
flat rooftops,1
antenna installations,1
a gray large building,1
brick texture,0
a flat roof,1
a gray large domed - roof building,1
a right turn,0
a gray large tall rectangular structure,1
a skyscraper,1
a light gray medium - sized commercial building,1
a billboard frame,1
a modern high - rise building,1
a beige color,0
large balconies,0
a similarly large building,1
a combination,0
beige hues,0
curved balconies,0
distinct vertical structures,1
the facade,1
"a medium - sized , rectangular grey building",1
multiple windows,0
"Then , shift",0
"a large , tall green structure",1
rectangular panels,0
a minimalist design,0
another large green building,1
a flat facade,1
minimal architectural details,0
"a tall , narrow white building",1
its rounded balconies,0
each floor,1
possibly a residential or office structure,1
a gray multi - story building,1
a large skyscraper,1
a beige building,1
a brick texture,0
rectangular windows,0
the building,1
a tall gray building,1
arched windows,0
a staggered pattern,0
its surroundings,0
a landmark building,1
a medium - sized gray building,1
an antenna,1
a rooftop billboard,1
a gray structure,1
a circular red sign,0
white text,0
a logo,0
a large rooftop landmark - sign,1
a large gray commercial building,1
"a billboard advertising "" Luxor Soap",1
rooftop antennas,1
the medium - sized gray building,1
rectangular windows,0
a flat rooftop,1
another medium - sized gray structure,1
its large arched windows,0
decorative trims,0
the surrounding taller skyscrapers,1
a historical - style building,1
a gray building,1
a facade,1
arched windows,0
a right turn,0
the large beige commercial building,1
expansive glass windows,0
advertising billboards,1
the office building,1
rectangular windows,0
vertical blinds,0
another right turn,0
large windows,0
"a tall , multi - story commercial building",1
the brick red commercial structure,1
tall horizontal window slats,0
The sequence,0
associated landmarks,1
a building,1
a gray color,0
a recessed rectangular central area,0
another building,1
an angled rooftop,1
flat surfaces,0
modern architectural elements,0
a right turn,0
a medium - sized green structure,1
a rooftop,1
ventilation ducts,0
a building component,1
a flat rooftop,1
angular designs,0
visible railings,0
a medium - sized gray building,1
a flat roof,1
rectangular structures,1
rooftop antennas,1
surrounding buildings,1
another gray structure,1
a medium size,0
sharp - edged rectangular outlines,0
angular rooflines,1
a modern gray building,1
an angular roof,1
satellite dishes,0
adjacent taller buildings,1
the grey building,1
"tall , repetitive curved balconies",0
another gray building,1
curved balconies,0
"a large , gray building",1
horizontal elements,0
another tall grey building,1
multiple horizontal slats,0
a repetitive pattern,0
"a large , multi - story grey building",1
horizontal flat layers,0
vertical beams,0
a medium - to - large rectangular building,1
a gray color,0
multiple windows,0
"a tall , light beige building",1
a consistent pattern,0
horizontal grooves,0
its height,0
a meticulous sequence,0
"a large , modern high - rise building",1
a gray color,0
rooftop structures,1
rectangular windows,0
"a tall , multi - story gray building",1
a rooftop,1
solar panels,0
an open grid structure,1
a medium - sized light gray building,1
a flat rooftop,1
a square metallic structure,1
its center,0
high - rise buildings,1
gray building,1
curved corners,0
horizontal grooves,0
a modular design,0
protruding elements,0
the medium - sized gray building,1
a flat rooftop,1
the medium - sized gray commercial structure,1
a large advertising billboard,1
a red car,0
the surrounding buildings,1
the white billboard,1
an illustrated character,0
an advertisement,0
the gray building,1
large rectangular windows,0
rooftop billboards,1
a large structure,1
the light brown building,1
a darker roof,1
the gray office building,1
a satellite dish,0
rooftop equipment,1
"a beige , medium - sized apartment building",1
a flat roof,1
"a light beige , medium - sized modern commercial building",1
the facade,1
a unique extended section,0
the top floors,1
high - rise building,1
its rectangular structure,1
multiple floors,1
nearby structures,1
another building,1
large rectangular windows,0
an office building,1
its tall appearance,0
decorative window frames,0
a left,0
a large gray building,1
tall skyscrapers,1
rectangular windows,0
a light gray medium - sized building,1
a flat roof,1
a billboard,1
the surrounding taller buildings,1
a residential / commercial low - rise structure,1
"the large , brown building",1
a grid,0
the medium - height grey commercial building,1
large rectangular windows,0
a satellite dish,0
the roof,1
the beige building,1
curved balconies,0
a tall stature,0
the similarly colored building,1
horizontal layers,0
uniform gaps,0
"the tall , beige modern high - rise showcasing",0
a repetitive rectangular pattern,0
horizontal slits,0
a gray building,1
contemporary architecture,0
horizontal lines,0
a medium - sized gray rectangular building,1
a rooftop ventilation structure,1
a large gray modern high - rise structure,1
rectangular windows,0
a tall light - gray building,1
a horizontally segmented design,0
black line details,0
the large green building,1
vertical white stripes,0
slightly veer,0
the tall gray modern office building,1
satellite dishes,0
a grid pattern,0
the facade,1
the light gray building,1
a rectangular shape,0
regular window patterns,0
the gray building,1
concrete balconies,0
open spaces,0
"Afterward , veer",0
another gray structure,1
vertical grooves,0
a large residential tower,1
modern high - rise architecture,0
uniform rectangular windows,0
the grey building,1
a grid - like pattern,0
a straight line,0
the large brown building,1
rectangular windows,0
the gray building,1
numerous large rectangular windows,0
the gray office building,1
horizontal window blinds,0
a light gray high - rise building,1
a grid pattern,0
horizontal lines,0
rectangular windows,0
a large high - rise building,1
a modern façade and vertical windows,0
a gray building,1
rooftop structures,1
"the large , light grey building",1
rectangular windows,0
a medium - sized structure,1
"the large , grey building",1
a flat roof,1
minimal decoration,0
a rectangular shape,0
a gray building,1
a flat roof,1
multiple windows,0
a medium size,0
a brown building,1
"large , rectangular windows",0
"a large , gray building",1
cylindrical structures,1
horizontal banding,0
a gray skyscraper,1
medium - sized grid - like windows,0
a light gray modern high - rise,0
"tall , rectangular windows",0
vertical bars,0
the leftmost building,1
a large telecommunications tower,1
its dark gray color,0
a sizable rooftop structure,1
an antenna,1
"the white and green , multi - story building",1
a green rooftop,1
a left,0
the large grey building,1
rectangular windows,0
an elongated shape,0
the described landmarks,1
these steps,0
a large gray building,1
rectangular vent - like slats,0
another large gray building,1
curved edges,0
horizontal accents,0
a medium gray building,1
rectangular windows,0
a flat facade,1
a large dark gray building,1
a roof,1
a decorative façade,0
large windows,0
a medium - sized gray building,1
a rooftop installation,1
a large antenna,1
metallic bars,0
its base,0
the surrounding buildings,1
the beige urban office building,1
large rectangular windows,0
a uniform grid pattern,0
the light brown building,1
the light beige office skyscraper,1
multiple floors,1
small windows,0
a grid pattern,0
"the large , dark grey building",1
vertical panels,0
horizontal seams,0
"a large , green building",1
vertical lines,0
a right turn,0
"a tall , beige rectangular building",1
numerous windows,0
a beige office building,1
arched windows,0
a communication tower,1
its roof,1
a gray high - rise building,1
a large rectangular structure,1
a repeated window pattern,0
"a tall , gray rectangular building",1
grid - like windows,0
a right,0
a medium - sized gray building,1
a rectangular rooftop,1
a billboard,1
a large white and blue advertisement structure,1
an illustration,0
a dark gray medium - sized structure,1
a rooftop billboard,1
a vintage - style advertisement,0
utility installations,0
an antenna,1
a large gray skyscraper,1
a pointed roof,1
a gray commercial building,1
rectangular windows,0
dark frames,0
a grid pattern,0
the large beige building,1
its curved lines,0
repetitive window patterns,0
the large gray building,1
a cylindrical design and horizontal grooves,0
Slightly veer,0
the large gray modern building,1
a concrete structure,1
horizontal slits,0
the large grey modern commercial or office building,1
a horizontal and vertical grid pattern,0
the large gray residential skyscraper,1
vertical grooves,0
rounded balconies,0
the large brown building wall,1
smooth panels,0
horizontal seams,0
the large grey architectural structure facade,1
rounded edges,0
a slight left turn,0
"the medium - sized , beige building",1
"a flat , rectangular roof",1
the very large building,1
black accents,0
multiple rows,0
dark windows,0
a rotating radar antenna,1
the largest modern office building,1
the area,0
the gray modern skyscraper,1
large rounded corner balconies,0
the light gray residential apartment building,1
tall curved balconies,0
external air conditioning units,0
the large gray building,1
a grid,0
ornate stone trim,0
a large brown skyscraper,1
a grid - like window pattern,0
a tall structure,1
a medium - sized light grey commercial building,1
rounded windows,0
decorative moldings,0
a smooth and fluent combination,0
the provided scattered actions,0
a large blue - gray building,1
"a curved , cylindrical structure",1
a recessed section,0
a right turn,0
a large gray building,1
horizontal slats,0
square openings,1
another large blue - gray building,1
"horizontal , layered panels",0
small vent - like openings,0
a large blue - gray water storage tank,0
a ribbed cylindrical surface,1
a large gray industrial storage container,0
rectangular crates,0
rounded edges,0
a modern gray building,1
horizontal grooves,0
rectangular edges,0
a medium - to - large beige modern building,1
a smooth surface,1
rectangular openings,0
"a gray , medium - sized residential block",1
a flat roof,1
symmetrical windows,0
each floor,1
the dark gray large white advertising billboard,1
' AMERICA,0
a red car image,0
a skyscraper building,1
the tall gray skyscraper,1
many windows,0
the beige cylindrical building,1
vertical windows,0
the modern large building,1
grey and brown colors,0
brown frames,0
a grey skyscraper,1
rectangular windows,0
modern design,0
a tall stature,0
a right turn,0
a medium - sized dark blue building,1
a dome - shaped top,0
its rooftop,1
a prominent grey commercial building,1
a rectangular grid,0
a billboard,1
the roof,1
its surrounding buildings,1
"the grey , medium - sized part",0
a multi - story building,1
horizontal slit - like windows,0
a vertical stack,0
a modern office or commercial building,1
the large gray building,1
rounded corners,0
rectangular windows,0
"the gray , medium - sized , bottle - shaped structure",1
the rooftop,1
a notable feature,0
the commercial building,1
"a gray , tall multi - story structure",1
numerous windows,0
a dark gray building,1
rectangular windows,0
a tiered structure,1
a very large size,0
a gray historic - style urban building,1
a prominent water tank,0
the roof,1
a mid-rise size,0
the large gray building,1
rectangular panels,0
the large light blue modern building,1
curved balconies,0
the large gray structure,1
its rounded shape,0
protruding sections,0
a modern high - rise apartment,0
another large gray modern building,1
rectangular indents,0
visible vent units,0
a smooth facade,1
the structure,1
a greenish - grey hue,0
a horizontal layered design,0
protruding elements,0
This structure,1
modern or contemporary architecture,0
a large gray modern high - rise building,1
